Identifier,Company Name_x,Country of Exchange_x,"Debt to Equity Ratio (DER)
In the last 5 FY",Unnamed: 4_x,Unnamed: 5_x,Unnamed: 6_x,Unnamed: 7_x,Company Name_y,Country of Exchange_y,"ESG Score
In the last 5 FY",Unnamed: 4_y,Unnamed: 5_y,Unnamed: 6_y,Unnamed: 7_y,"Revenue - Total
(IDR)
In the last 5 FY",Unnamed: 9_x,Unnamed: 10_x,Unnamed: 11_x,Unnamed: 12_x,Company Name,Country of Exchange,"Price Close
(IDR)
In the last 5 FY",Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,"Shares - Outstanding - Total
In the last 5 FY",Unnamed: 9_y,Unnamed: 10_y,Unnamed: 11_y,Unnamed: 12_y,"Total Assets
(IDR)
In the last 5 FY",Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,"Total Liabilities
(IDR)
In the last 5 FY",Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,"ROA - %
In the last 5 FY",Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
BGTG.JK,Bank Ganesha Tbk PT,Indonesia,0,0.01,0.01,0.01,0.03,Bank Ganesha Tbk PT,Indonesia,,,,,,"505,140,000,000.00","477,764,000,000.00","344,586,000,000.00","207,653,000,000.00","208,116,000,000.00",Bank Ganesha Tbk PT,Indonesia,76,77,87,233.39,70.78,"23,970,997,103.00","23,970,997,103.00","16,470,997,103.00","11,683,038,514.62","11,683,038,514.62","10,358,250,000,000.00","9,402,309,000,000.00","8,968,132,000,000.00","8,575,950,000,000.00","5,365,456,000,000.00","6,912,969,000,000.00","6,158,107,000,000.00","5,829,370,000,000.00","6,427,061,000,000.00","4,226,331,000,000.00",2.60%,1.40%,0.70%,0.20%,0.10%
BHAT.JK,Bhakti Multi Artha Tbk PT,Indonesia,0.46,0.45,0.46,0,0,Bhakti Multi Artha Tbk PT,Indonesia,,,,,,"331,652,155,988.00","212,055,025,014.00","176,627,212,392.00","119,310,017,896.00","94,817,427,201.00",Bhakti Multi Artha Tbk PT,Indonesia,462,585,865,"1,000.00",620,"5,000,000,000.00","5,000,000,000.00","5,000,000,000.00","5,000,000,000.00","5,000,000,000.00","1,131,490,213,441.00","1,114,751,529,283.00","1,038,909,850,191.00","736,066,661,447.00","651,765,765,501.00","582,730,626,202.00","567,319,781,674.00","497,542,929,476.00","196,357,274,613.00","132,240,707,576.00",0.00%,0.30%,0.40%,1.30%,2.20%
BHIT.JK,MNC Asia Holding Tbk PT,Indonesia,0.59,0.59,0.62,0.62,0.74,MNC Asia Holding Tbk PT,Indonesia,,,,,,"15,226,314,000,000.00","15,660,503,000,000.00","18,083,695,000,000.00","17,871,939,000,000.00","14,795,285,000,000.00",MNC Asia Holding Tbk PT,Indonesia,34,50,57,56,73.77,"83,542,741,759.00","83,542,741,759.00","83,542,741,759.00","83,542,741,759.00","63,736,364,349.49","75,238,125,000,000.00","70,408,946,000,000.00","69,099,804,000,000.00","63,451,383,000,000.00","59,484,422,000,000.00","32,343,474,000,000.00","29,025,687,000,000.00","29,667,556,000,000.00","27,157,783,000,000.00","28,070,486,000,000.00",1.70%,2.00%,5.30%,5.20%,3.70%
BIKA.JK,Binakarya Jaya Abadi Tbk PT,Indonesia,,,,,1.98,Binakarya Jaya Abadi Tbk PT,Indonesia,,,,,,"269,873,042,818.00","504,204,354,504.00","517,130,621,986.00","135,317,894,251.00","394,076,483,099.00",Binakarya Jaya Abadi Tbk PT,Indonesia,55,51,101,250,186,"592,280,000.00","592,280,000.00","592,280,000.00","592,280,000.00","592,280,000.00","2,914,613,987,231.00","2,900,520,980,450.00","3,064,221,042,583.00","3,192,672,527,435.00","2,358,913,545,648.00","3,286,402,154,680.00","3,228,587,467,386.00","3,216,992,692,903.00","3,537,619,359,533.00","1,744,747,483,289.00",-1.50%,-6.00%,6.20%,-3.70%,-3.50%
BIKE.JK,Sepeda Bersama Indonesia Tbk PT,Indonesia,0.02,0.09,0.08,0.26,0.1,Sepeda Bersama Indonesia Tbk PT,Indonesia,,,,,,"386,347,822,590.00","430,280,094,321.00","225,819,967,231.00","178,523,593,335.00","93,586,559,595.00",Sepeda Bersama Indonesia Tbk PT,Indonesia,484,398,200,,,"1,293,916,404.00","1,293,385,319.00","1,293,351,809.00","1,293,334,000.00","1,293,334,000.00","334,321,511,053.00","257,215,001,550.00","148,576,181,120.00","135,767,632,543.00","56,806,989,827.00","205,720,060,063.00","128,493,910,151.00","28,471,744,897.00","81,591,442,837.00","27,309,051,351.00",6.00%,13.10%,19.30%,32.90%,85.00%
BIMA.JK,Primarindo Asia Infrastructure Tbk PT,Indonesia,0.6,0.47,0.47,3.29,1,Primarindo Asia Infrastructure Tbk PT,Indonesia,,,,,,"92,500,318,741.00","91,394,216,751.00","113,918,038,823.00","41,842,213,373.00","57,050,904,827.00",Primarindo Asia Infrastructure Tbk PT,Indonesia,87,90,117,246,50,"608,175,716.00","608,175,716.00","608,175,716.00","608,175,716.00","608,175,716.00","319,791,243,516.00","312,992,165,495.00","310,462,822,260.00","218,663,866,293.00","223,781,482,859.00","254,016,336,336.00","233,246,972,129.00","223,897,211,703.00","209,287,645,606.00","194,321,896,135.00",-5.80%,-1.90%,-0.40%,-11.70%,-17.20%
BINA.JK,Bank Ina Perdana Tbk PT,Indonesia,0.02,0.08,0.29,0.02,0.04,Bank Ina Perdana Tbk PT,Indonesia,,,,,,"739,706,000,000.00","748,119,000,000.00","572,184,000,000.00","289,495,000,000.00","224,979,000,000.00",Bank Ina Perdana Tbk PT,Indonesia,"4,190.00","4,090.00","3,990.00","3,810.00",690,"6,134,716,665.00","6,134,716,665.00","5,937,093,750.00","5,654,375,000.00","5,654,375,000.00","24,436,734,000,000.00","24,384,580,000,000.00","20,552,736,000,000.00","15,055,850,000,000.00","8,437,685,000,000.00","20,823,760,000,000.00","20,828,422,000,000.00","17,264,648,000,000.00","12,682,175,000,000.00","7,220,541,000,000.00",0.40%,1.20%,1.10%,0.40%,0.40%
BINO.JK,Perma Plasindo Tbk PT,Indonesia,0.07,0.12,0.12,0.08,0.12,Perma Plasindo Tbk PT,Indonesia,,,,,,"361,514,370,265.00","364,775,355,900.00","312,850,177,400.00","265,767,503,437.00","266,840,885,116.00",Perma Plasindo Tbk PT,Indonesia,165,130,133,147,,"2,275,316,111.00","2,175,019,711.00","2,175,014,753.00","2,175,014,753.00","2,175,000,000.00","482,277,518,939.00","543,318,258,444.00","544,212,563,185.00","410,583,120,420.00","366,716,427,353.00","69,259,631,927.00","101,091,384,844.00","106,347,194,748.00","69,723,044,993.00","155,446,160,485.00",-7.90%,1.10%,1.70%,1.30%,0.50%
BIPI.JK,Pt Astrindo Nusantara Infrastruktur Tbk,Indonesia,1.16,1.3,0.71,0.83,0.99,Pt Astrindo Nusantara Infrastruktur Tbk,Indonesia,,,,,,"9,058,166,543,900.00","10,023,063,373,330.00","680,546,004,600.00","934,603,948,500.00","1,102,307,061,960.00",Pt Astrindo Nusantara Infrastruktur Tbk,Indonesia,87,105,158,50,50,"63,710,196,917.00","57,918,360,917.00","44,693,066,193.00","44,693,066,193.00","44,693,066,193.00","27,054,970,401,800.00","17,592,810,130,060.00","13,584,520,782,000.00","18,865,344,167,280.00","17,399,293,529,160.00","18,221,682,031,025.00","9,246,719,177,465.00","7,805,038,699,500.00","13,451,978,797,920.00","12,354,309,095,280.00",3.00%,2.10%,2.70%,3.00%,3.10%
BIPP.JK,Bhuwanatala Indah Permai Tbk PT,Indonesia,0.6,0.55,0.46,0.42,0.4,Bhuwanatala Indah Permai Tbk PT,Indonesia,,,,,,"258,557,430,709.00","264,064,990,351.00","327,320,863,485.00","293,991,355,499.00","529,839,404,669.00",Bhuwanatala Indah Permai Tbk PT,Indonesia,27,50,51,55,50,"5,028,669,376.00","5,028,669,376.00","5,028,669,376.00","5,028,669,376.00","5,028,669,376.00","1,861,011,197,037.00","1,945,323,867,233.00","1,888,336,506,757.00","2,045,283,188,218.00","2,126,525,330,314.00","837,870,148,178.00","891,896,202,079.00","806,384,409,413.00","942,012,364,746.00","919,581,439,010.00",0.40%,0.20%,1.70%,1.40%,5.10%
BIRD.JK,Blue Bird Tbk PT,Indonesia,0.23,0.18,0.13,0.16,0.24,Blue Bird Tbk PT,Indonesia,,,,,,"5,039,947,000,000.00","4,422,472,000,000.00","3,590,100,000,000.00","2,220,841,000,000.00","2,046,660,000,000.00",Blue Bird Tbk PT,Indonesia,"1,610.00","1,790.00","1,410.00","1,380.00","1,300.00","2,502,100,000.00","2,502,100,000.00","2,502,100,000.00","2,502,100,000.00","2,502,100,000.00","8,440,955,000,000.00","7,580,224,000,000.00","6,893,160,000,000.00","6,598,137,000,000.00","7,253,114,000,000.00","2,445,967,000,000.00","1,948,786,000,000.00","1,542,469,000,000.00","1,450,558,000,000.00","2,017,591,000,000.00",9.40%,8.20%,7.20%,0.40%,-4.00%
BISI.JK,BISI International Tbk PT,Indonesia,0,0,0,0,0,BISI International Tbk PT,Indonesia,,,,,,"1,367,926,000,000.00","2,298,131,000,000.00","2,415,592,000,000.00","2,015,138,000,000.00","1,812,762,000,000.00",BISI International Tbk PT,Indonesia,"1,200.00","1,600.00","1,600.00",995,"1,030.00","3,000,000,000.00","3,000,000,000.00","3,000,000,000.00","3,000,000,000.00","3,000,000,000.00","3,634,529,000,000.00","3,901,820,000,000.00","3,410,481,000,000.00","3,132,202,000,000.00","2,914,979,000,000.00","244,074,000,000.00","455,124,000,000.00","360,231,000,000.00","404,157,000,000.00","456,592,000,000.00",6.20%,20.10%,19.70%,15.80%,12.50%
BJBR.JK,Bank Pembangunan Daerah Jawa Barat Dan Banten Tbk PT,Indonesia,1.99,1.92,1.8,1.39,1.42,Bank Pembangunan Daerah Jawa Barat Dan Banten Tbk PT,Indonesia,,,,,,"8,338,376,000,000.00","8,344,332,000,000.00","9,445,386,000,000.00","9,093,193,000,000.00","7,624,370,000,000.00",Bank Pembangunan Daerah Jawa Barat Dan Banten Tbk PT,Indonesia,910,"1,150.00","1,345.00","1,331.33","1,545.74","10,521,443,686.00","10,521,443,686.00","10,521,443,686.00","9,865,918,436.70","9,865,918,436.70","219,960,693,000,000.00","188,295,488,000,000.00","181,241,291,000,000.00","158,356,097,000,000.00","140,934,002,000,000.00","200,321,992,000,000.00","172,846,470,000,000.00","166,495,305,000,000.00","145,272,064,000,000.00","128,928,202,000,000.00",0.90%,1.20%,1.70%,1.70%,1.60%
BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk PT,Indonesia,0.72,0.7,0.4,0.06,0.06,Bank Pembangunan Daerah Jawa Timur Tbk PT,Indonesia,55.74,63.05,57.71,,,"6,024,587,000,000.00","5,296,767,000,000.00","5,157,909,000,000.00","4,889,871,000,000.00","4,267,733,000,000.00",Bank Pembangunan Daerah Jawa Timur Tbk PT,Indonesia,540,625,710,750,680,"15,015,498,082.00","15,015,498,082.00","15,015,498,082.00","15,015,498,082.00","15,015,498,082.00","118,142,127,000,000.00","103,854,773,000,000.00","103,031,367,000,000.00","100,723,330,000,000.00","83,619,452,000,000.00","103,542,088,000,000.00","91,703,704,000,000.00","91,585,506,000,000.00","89,812,791,000,000.00","73,614,502,000,000.00",1.50%,1.80%,2.00%,2.10%,1.90%
BKDP.JK,Bukit Darmo Property Tbk PT,Indonesia,,,, -   ,0.29,Bukit Darmo Property Tbk PT,Indonesia,,,,,,"30,520,490,000.00","31,211,356,619.00","26,035,856,958.00","23,401,842,549.00","19,558,738,651.00",Bukit Darmo Property Tbk PT,Indonesia,51,51,87,88,51,"7,513,992,252.00","7,513,992,252.00","7,513,992,252.00","7,513,992,252.00","7,513,992,252.00","752,245,162,416.00","758,238,599,826.00","756,499,706,863.00","774,139,598,349.00","790,840,175,521.00","406,482,108,034.00","376,331,162,577.00","343,253,957,214.00","327,575,792,987.00","309,509,265,589.00",-4.30%,-4.20%,-3.90%,-4.30%,-3.70%
BKSL.JK,PT Sentul City Tbk,Indonesia,0.15,0.16,0.24,0.21,0.29,PT Sentul City Tbk,Indonesia,,,,,,"744,068,396,829.00","1,720,160,600,872.00","672,838,224,828.00","910,709,348,365.00","451,847,226,952.00",PT Sentul City Tbk,Indonesia,71,50,48.85,57.64,48.85,"167,708,902,705.00","167,708,902,705.00","68,668,428,409.70","68,668,428,409.70","68,668,428,409.70","21,188,290,505,406.00","19,886,877,883,420.00","16,721,760,263,807.00","16,654,989,338,161.00","18,371,229,973,821.00","6,034,270,819,491.00","4,745,794,622,926.00","6,398,549,423,657.00","6,168,939,794,466.00","8,121,131,006,426.00",0.20%,2.00%,-0.90%,1.70%,-3.00%
BKSW.JK,Bank QNB Indonesia Tbk PT,Indonesia,0.02,0.08,0.21,0.25,0.26,Bank QNB Indonesia Tbk PT,Indonesia,,,,,,"544,145,000,000.00","710,142,000,000.00","701,455,000,000.00","555,396,000,000.00","360,690,000,000.00",Bank QNB Indonesia Tbk PT,Indonesia,71,81,102,192,106,"35,158,048,365.00","35,158,048,365.00","20,436,685,984.00","20,436,685,984.00","20,436,685,984.00","12,852,873,000,000.00","11,753,485,000,000.00","16,717,087,000,000.00","17,701,527,000,000.00","18,297,700,000,000.00","8,104,161,000,000.00","7,062,036,000,000.00","12,063,668,000,000.00","13,674,979,000,000.00","14,185,258,000,000.00",0.70%,0.50%,-2.30%,-8.20%,-1.40%
BLES.JK,Superior Prima Sukses PT Tbk,Indonesia,0.44,0.64,1.21,1.05,,Superior Prima Sukses PT Tbk,Indonesia,,,,,,"1,462,916,419,126.00","1,363,133,590,935.00","1,115,459,007,191.00","719,690,449,977.00",,Superior Prima Sukses PT Tbk,Indonesia,244,,,,,"8,890,206,400.00","8,763,979,000.00","8,763,979,000.00","8,763,979,000.00",,"1,838,051,990,503.00","1,528,735,512,291.00","1,024,105,627,635.00","940,654,344,098.00",,"768,905,727,774.00","776,374,455,758.00","650,197,009,960.00","579,973,053,991.00",,12.10%,15.10%,7.00%,,
BLOG.JK,Trimitra Trans Persada Tbk PT,Indonesia,0.6,0.48,0.68,,,Trimitra Trans Persada Tbk PT,Indonesia,,,,,,"1,079,431,965,362.00","966,711,004,914.00","800,304,237,569.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLTA.JK,Berlian Laju Tanker Tbk PT,Indonesia,1.18,0.7,0.67,0.89,1.04,Berlian Laju Tanker Tbk PT,Indonesia,,,,,,"654,213,140,990.00","598,677,511,655.00","407,847,220,165.00","280,250,147,250.00","257,842,297,440.00",Berlian Laju Tanker Tbk PT,Indonesia,21,50,50,50,50,"25,909,159,992.00","25,909,159,992.00","25,909,159,992.00","25,909,159,992.00","25,909,159,992.00","2,431,405,997,850.00","1,612,281,632,925.00","1,209,691,487,675.00","1,002,184,488,000.00","927,666,225,720.00","1,384,032,998,900.00","730,740,193,835.00","587,721,885,740.00","545,172,039,750.00","535,740,299,640.00",3.20%,17.50%,13.20%,2.30%,-1.60%
BLTZ.JK,Graha Layar Prima Tbk PT,Indonesia,3.19,3.14,3.35,3.06,1.82,Graha Layar Prima Tbk PT,Indonesia,,,,,,"1,173,236,505,000.00","1,061,479,214,000.00","1,058,368,091,000.00","284,904,939,000.00","255,837,658,000.00",Graha Layar Prima Tbk PT,Indonesia,"2,000.00","2,110.00","3,190.00","3,370.00","2,990.00","873,937,142.00","873,937,142.00","873,937,142.00","873,937,142.00","873,937,142.00","1,846,276,569,000.00","2,139,420,387,000.00","2,281,446,253,000.00","2,403,109,641,000.00","2,433,294,213,000.00","1,458,634,006,000.00","1,681,347,189,000.00","1,808,486,041,000.00","1,871,329,929,000.00","1,636,938,443,000.00",0.70%,-0.40%,-2.40%,-14.70%,-24.50%
BLUE.JK,Berkah Prima Perkasa Tbk PT,Indonesia,0.03,0.06,, -   ,0.01,Berkah Prima Perkasa Tbk PT,Indonesia,,,,,,"160,218,189,058.00","143,083,261,635.00","131,320,519,406.00","109,018,092,634.00","74,179,874,751.00",Berkah Prima Perkasa Tbk PT,Indonesia,340,348,292,300,700,"418,000,000.00","418,000,000.00","418,000,000.00","418,000,000.00","418,000,000.00","109,305,353,340.00","103,992,480,787.00","95,882,590,139.00","89,325,700,727.00","92,305,660,771.00","12,863,358,639.00","13,292,487,394.00","8,018,755,151.00","8,746,850,883.00","7,974,519,192.00",19.70%,21.60%,20.20%,16.10%,15.10%
BMAS.JK,Bank Maspion Indonesia Tbk PT,Indonesia,0,0,0,0.01,,Bank Maspion Indonesia Tbk PT,Indonesia,,,,,,"711,800,684,000.00","532,492,695,000.00","421,752,707,000.00","280,730,273,000.00","258,704,740,000.00",Bank Maspion Indonesia Tbk PT,Indonesia,585,580,657.12,665.9,165.51,"18,102,662,304.00","18,102,662,304.00","14,299,033,578.28","11,544,216,432.58","11,544,216,432.58","22,305,050,012,000.00","19,665,962,966,000.00","14,956,302,274,000.00","14,234,358,584,000.00","10,110,519,691,000.00","15,841,463,159,000.00","12,943,305,449,000.00","11,803,688,126,000.00","12,903,147,645,000.00","8,826,257,598,000.00",-1.50%,0.50%,1.00%,0.80%,1.00%
BMBL.JK,Lavender Bina Cendikia PT Tbk,Indonesia,0.03,0.02,0.06,0.23,0.65,Lavender Bina Cendikia PT Tbk,Indonesia,,,,,,"11,468,835,800.00","17,267,332,513.00","12,525,312,378.00","7,866,430,000.00","5,939,525,000.00",Lavender Bina Cendikia PT Tbk,Indonesia,14,25,,,,"1,030,080,995.00","1,030,078,165.00","1,030,000,000.00","1,030,000,000.00","1,030,000,000.00","75,277,515,494.00","82,179,935,908.00","37,287,645,207.00","7,588,439,899.00","3,885,456,593.00","5,059,034,695.00","3,112,278,096.00","6,715,121,531.00","4,073,081,172.00","2,499,472,805.00",-14.40%,0.20%,22.10%,47.00%,
BMHS.JK,Bundamedik Tbk PT,Indonesia,0.54,0.62,0.52,0.37,0.77,Bundamedik Tbk PT,Indonesia,,,,,,"1,554,685,010,336.00","1,488,197,483,371.00","1,658,687,911,222.00","1,890,800,275,747.00","1,148,144,381,712.00",Bundamedik Tbk PT,Indonesia,246,326,412,830,,"8,603,416,176.00","8,603,416,176.00","8,603,416,176.00","8,603,416,176.00","8,541,416,176.00","3,446,360,903,748.00","3,083,162,034,448.00","2,938,610,148,990.00","2,813,696,522,428.00","2,162,536,834,465.00","1,298,625,219,027.00","1,283,126,125,996.00","1,130,377,704,585.00","1,017,480,520,778.00","1,112,837,448,853.00",1.20%,1.30%,6.10%,18.40%,8.10%
BMRI.JK,Bank Mandiri (Persero) Tbk PT,Indonesia,0.9,0.64,0.53,0.47,0.46,Bank Mandiri (Persero) Tbk PT,Indonesia,85.38,82.56,82.96,82.72,77.99,"146,599,045,000,000.00","138,657,761,000,000.00","125,551,334,000,000.00","107,123,671,000,000.00","93,640,430,000,000.00",Bank Mandiri (Persero) Tbk PT,Indonesia,"5,700.00","6,050.00","4,962.50","3,512.50","3,162.50","93,333,333,332.00","93,333,333,332.00","93,333,333,332.00","93,262,533,332.00","93,262,533,332.00","2,427,223,262,000,000.00","2,174,219,449,000,000.00","1,992,544,687,000,000.00","1,725,611,128,000,000.00","1,541,964,567,000,000.00","2,113,748,581,000,000.00","1,886,724,487,000,000.00","1,740,299,232,000,000.00","1,503,499,846,000,000.00","1,337,264,899,000,000.00",3.30%,3.60%,3.00%,2.30%,1.70%
BMSR.JK,Bintang Mitra Semestaraya Tbk PT,Indonesia,0.4,0.34,0.27,0.93,2.24,Bintang Mitra Semestaraya Tbk PT,Indonesia,,,,,,"3,013,056,320,674.00","3,859,879,267,941.00","4,830,287,518,791.00","3,309,550,194,031.00","2,597,432,424,347.00",Bintang Mitra Semestaraya Tbk PT,Indonesia,318,336,770,262,80,"1,159,200,024.00","1,159,200,024.00","1,159,200,024.00","1,159,200,024.00","1,159,200,024.00","1,789,756,273,498.00","1,551,246,449,863.00","1,555,132,539,181.00","977,129,726,928.00","706,288,449,539.00","951,321,762,836.00","722,076,066,644.00","873,881,732,905.00","670,462,276,916.00","579,289,214,412.00",0.90%,13.50%,32.20%,28.70%,1.90%
BMTR.JK,Global Mediacom Tbk PT,Indonesia,0.21,0.24,0.29,0.35,0.45,Global Mediacom Tbk PT,Indonesia,44.63,43.36,42.52,37.45,25.52,"10,059,317,000,000.00","10,163,157,000,000.00","12,233,495,000,000.00","13,976,648,000,000.00","12,064,088,000,000.00",Global Mediacom Tbk PT,Indonesia,183,268,278,260,290,"16,352,512,086.00","16,352,512,086.00","16,352,512,086.00","16,352,512,086.00","16,352,512,086.00","36,243,772,000,000.00","35,268,302,000,000.00","35,912,189,000,000.00","34,108,155,000,000.00","32,261,560,000,000.00","7,164,262,000,000.00","7,618,296,000,000.00","9,263,272,000,000.00","10,230,049,000,000.00","11,477,239,000,000.00",2.90%,3.10%,7.30%,9.20%,7.10%
BNBA.JK,Bank Bumi Arta Tbk PT,Indonesia,0,0,0,0,0,Bank Bumi Arta Tbk PT,Indonesia,,,,,,"348,449,789,125.00","362,689,422,669.00","358,722,661,486.00","298,699,248,229.00","295,638,212,185.00",Bank Bumi Arta Tbk PT,Indonesia,600,745,925,"3,240.00",331.86,"3,388,000,000.00","3,388,000,000.00","3,388,000,000.00","2,772,000,000.00","2,631,159,304.74","8,175,925,589,980.00","7,991,554,506,433.00","8,211,291,790,399.00","8,664,310,151,340.00","7,637,524,325,854.00","4,990,819,547,011.00","4,869,599,435,614.00","5,134,517,792,869.00","6,422,689,306,419.00","6,128,138,202,911.00",1.00%,0.70%,0.60%,0.70%,0.70%
BNBR.JK,Bakrie & Brothers Tbk PT,Indonesia,0.32,0.82,1.34,1.72,1.48,Bakrie & Brothers Tbk PT,Indonesia,,,,,,"3,869,905,000,000.00","3,759,484,000,000.00","3,626,696,000,000.00","2,393,477,000,000.00","2,454,947,000,000.00",Bakrie & Brothers Tbk PT,Indonesia,35,50,78,50,50,"173,416,832,509.00","160,057,457,509.00","22,084,484,209.00","21,160,865,261.00","20,863,053,480.00","6,829,489,000,000.00","7,101,606,000,000.00","17,462,824,000,000.00","15,218,706,000,000.00","13,991,786,000,000.00","2,917,823,000,000.00","4,440,943,000,000.00","15,936,576,000,000.00","13,923,865,000,000.00","12,547,099,000,000.00",5.60%,2.60%,2.20%,0.80%,-6.50%
BNGA.JK,Bank CIMB Niaga Tbk PT,Indonesia,0.41,0.59,0.26,0.2,0.4,Bank CIMB Niaga Tbk PT,Indonesia,65.03,58.62,51.89,,,"18,917,536,000,000.00","18,785,520,000,000.00","18,865,721,000,000.00","17,567,517,000,000.00","16,358,525,000,000.00",Bank CIMB Niaga Tbk PT,Indonesia,"1,730.00","1,695.00","1,185.00",965,995,"25,137,965,543.00","25,024,439,161.00","24,933,123,961.00","24,929,713,961.00","24,927,657,094.00","360,220,510,000,000.00","334,369,233,000,000.00","306,754,299,000,000.00","310,786,960,000,000.00","280,943,605,000,000.00","307,024,183,000,000.00","285,031,862,000,000.00","261,478,036,000,000.00","267,398,602,000,000.00","239,890,554,000,000.00",2.50%,2.60%,2.10%,1.80%,1.10%
BNII.JK,Bank Maybank Indonesia Tbk PT,Indonesia,1.07,0.47,0.55,0.47,0.56,Bank Maybank Indonesia Tbk PT,Indonesia,66.31,51.13,48.95,,,"9,491,798,000,000.00","9,264,645,000,000.00","8,736,378,000,000.00","9,209,504,000,000.00","9,644,339,000,000.00",Bank Maybank Indonesia Tbk PT,Indonesia,208,242,228,332,346,"76,215,195,821.00","76,215,195,821.00","76,215,195,821.00","76,215,195,821.00","76,215,195,821.00","197,179,822,000,000.00","171,803,070,000,000.00","160,813,918,000,000.00","168,712,977,000,000.00","173,224,412,000,000.00","165,971,431,000,000.00","141,007,036,000,000.00","131,279,968,000,000.00","139,826,538,000,000.00","146,000,782,000,000.00",0.90%,1.40%,1.20%,1.30%,1.10%
BNLI.JK,Bank Permata Tbk PT,Indonesia,0.35,0.34,0.27,0.25,0.28,Bank Permata Tbk PT,Indonesia,66.29,51.98,45.66,,,"11,581,278,000,000.00","11,408,298,000,000.00","10,338,601,000,000.00","9,516,271,000,000.00","8,611,072,000,000.00",Bank Permata Tbk PT,Indonesia,945,920,"1,015.00","1,535.00","2,639.72","36,181,312,782.00","36,181,312,782.00","36,181,312,782.00","36,181,312,782.00","32,082,577,344.18","259,067,503,000,000.00","257,444,147,000,000.00","255,112,471,000,000.00","234,379,042,000,000.00","197,726,097,000,000.00","216,464,321,000,000.00","217,451,825,000,000.00","217,495,182,000,000.00","197,765,327,000,000.00","162,654,644,000,000.00",1.80%,1.30%,1.10%,0.70%,0.90%
BOAT.JK,Newport Marine Services PT Tbk,Indonesia,0.43,0.92,0.92,0.92,,Newport Marine Services PT Tbk,Indonesia,,,,,,"184,348,053,540.00","146,904,139,560.00","212,203,513,005.00","122,992,662,000.00",,Newport Marine Services PT Tbk,Indonesia,195,,,,,"3,501,680,000.00","6,498,320,000.00","6,498,320,000.00","6,498,320,000.00",,"583,302,403,200.00","535,285,089,095.00","542,879,323,085.00","509,183,208,750.00",,"197,679,986,190.00","269,802,686,275.00","273,912,901,130.00","260,479,597,500.00",,3.70%,0.50%,0.90%,,
BOBA.JK,Formosa Ingredient Factory Tbk PT,Indonesia,0,0,0.01,0,0.01,Formosa Ingredient Factory Tbk PT,Indonesia,,,,,,"178,263,028,706.00","153,776,646,772.00","121,509,213,864.00","74,192,403,040.00","68,570,265,352.00",Formosa Ingredient Factory Tbk PT,Indonesia,175,169,184,230,,"1,155,750,000.00","1,155,750,000.00","1,155,750,000.00","1,155,750,000.00","1,155,750,000.00","183,109,536,269.00","175,625,458,035.00","164,088,907,388.00","147,435,386,311.00","56,543,458,457.00","24,141,988,291.00","24,574,399,638.00","25,732,479,292.00","8,851,215,507.00","20,156,496,760.00",11.40%,11.20%,8.80%,21.90%,56.50%
BOGA.JK,Bintang Oto Global Tbk PT,Indonesia,0.61,0.53,0.56,0.56,0.16,Bintang Oto Global Tbk PT,Indonesia,,,,,,"678,904,039,180.00","901,839,472,087.00","733,735,486,344.00","556,343,297,730.00","478,025,803,002.00",Bintang Oto Global Tbk PT,Indonesia,585,"1,185.00","1,295.00","1,390.00","1,380.00","3,803,526,210.00","3,803,526,210.00","3,803,526,210.00","3,803,526,210.00","3,803,526,210.00","808,274,013,538.00","825,275,801,981.00","904,862,041,974.00","813,751,994,176.00","595,139,264,972.00","349,225,238,209.00","338,141,911,779.00","425,265,320,260.00","348,920,970,898.00","157,984,685,515.00",-1.50%,2.40%,2.90%,5.30%,2.70%
BOLA.JK,Bali Bintang Sejahtera Tbk PT,Indonesia,0.03,0.03,0.02,0.01,0.03,Bali Bintang Sejahtera Tbk PT,Indonesia,,,,,,"335,004,992,448.00","363,338,259,016.00","353,135,773,784.00","191,658,399,174.00","76,418,524,906.00",Bali Bintang Sejahtera Tbk PT,Indonesia,92,160,224,610,164,"6,000,000,000.00","6,000,000,000.00","6,000,000,000.00","6,000,000,000.00","6,000,000,000.00","794,207,428,584.00","811,094,367,830.00","773,407,973,533.00","763,011,610,843.00","550,063,897,667.00","104,636,703,276.00","83,897,852,904.00","59,083,187,154.00","60,924,887,890.00","79,224,075,465.00",-5.00%,0.20%,4.20%,28.10%,-0.40%
